COUNTRY	Burkina_Faso	Cape_Verde	Dominican_Republic	Fiji	Honduras	Namibia	albania	angola	arab-emirates	argentina	australia	austria	bangladesh	belgium	bhutan	brazil	bulgaria	canada	chile	china	colombia	costa-rica	croatia	czech-republic	denmark	ecuador	egypt	el-salvador	estonia	ethiopia	finland	france	germany	ghana	greece	guatemala	hong-kong	hungary	iceland	india	indonesia	iran	iraq	ireland	israel	italy	jamaica	japan	jordan	kenya	kuwait	latvia	lebanon	libya	lithuania	luxemburg	malawi	malaysia	malta	mexico	morocco	mozambique	nepal	netherlands	new-zealand	nigeria	norway	pakistan	panama	peru	philippines	poland	portugal	romania	russia	saudi-arabia	senegal	serbia	sierra-leone	singapore	slovakia	slovenia	south-africa	south-korea	spain	sri_lanka	surinam	sweden	switzerland	syria	taiwan	tanzania	thailand	trinidad	turkey	ukraine	united-kingdom	united-states	uruguay	venezuela	vietnam	zambia
france	2.33	5.25	4.85	1.00	1.00	1.80	1.03	4.20	1.00	3.15	3.00	1.05	1.34	0.77	1.00	1.43	0.91	1.75	2.03	0.72	4.85	1.00	1.09	0.90	1.80	1.00	9.00	3.15	0.77	1.00	1.66	1.00	0.76	15.75	1.40	1.00	1.03	1.09	2.25	1.24	1.02	4.50	2.52	2.62	1.66	1.03	1.00	0.72	3.94	1.00	1.00	0.91	4.50	2.74	0.77	0.98	1.00	1.54	1.34	2.62	4.50	5.73	1.00	0.94	1.91	4.85	1.80	1.26	1.00	2.52	2.33	1.66	2.25	1.21	0.78	1.75	2.52	1.21	1.00	0.88	0.82	1.29	1.85	0.63	1.31	1.40	1.00	1.19	0.85	2.10	0.68	1.85	1.97	4.85	1.37	1.15	1.24	2.42	2.42	3.94	1.11	2.10
germany	3.07	6.92	6.38	1.00	1.00	2.37	1.36	5.53	1.00	4.15	3.95	1.38	1.77	1.01	1.00	1.89	1.20	2.31	2.68	0.95	6.38	1.00	1.43	1.19	2.37	1.00	11.86	4.15	1.01	1.00	2.18	1.32	1.00	20.75	1.84	1.00	1.36	1.43	2.96	1.63	1.34	5.93	3.32	3.46	2.18	1.36	1.00	0.94	5.19	1.00	1.00	1.20	5.93	3.61	1.01	1.30	1.00	2.02	1.77	3.46	5.93	7.55	1.00	1.24	2.52	6.38	2.37	1.66	1.00	3.32	3.07	2.18	2.96	1.60	1.02	2.31	3.32	1.60	1.00	1.15	1.08	1.69	2.44	0.83	1.73	1.84	1.00	1.57	1.12	2.77	0.89	2.44	2.59	6.38	1.80	1.51	1.63	3.19	3.19	5.19	1.46	2.77
ghana	0.15	0.33	0.31	1.00	1.00	0.11	0.07	0.27	1.00	0.20	0.19	0.07	0.09	0.05	1.00	0.09	0.06	0.11	0.13	0.05	0.31	1.00	0.07	0.06	0.11	1.00	0.57	0.20	0.05	1.00	0.11	0.06	0.05	1.00	0.09	1.00	0.07	0.07	0.14	0.08	0.06	0.29	0.16	0.17	0.11	0.07	1.00	0.05	0.25	1.00	1.00	0.06	0.29	0.17	0.05	0.06	1.00	0.10	0.09	0.17	0.29	0.36	1.00	0.06	0.12	0.31	0.11	0.08	1.00	0.16	0.15	0.11	0.14	0.08	0.05	0.11	0.16	0.08	1.00	0.06	0.05	0.08	0.12	0.04	0.08	0.09	1.00	0.08	0.05	0.13	0.04	0.12	0.12	0.31	0.09	0.07	0.08	0.15	0.15	0.25	0.07	0.13
greece	1.67	3.75	3.46	1.00	1.00	1.29	0.74	3.00	1.00	2.25	2.14	0.75	0.96	0.55	1.00	1.02	0.65	1.25	1.45	0.52	3.46	1.00	0.78	0.64	1.29	1.00	6.43	2.25	0.55	1.00	1.18	0.71	0.54	11.25	1.00	1.00	0.74	0.78	1.61	0.88	0.73	3.21	1.80	1.88	1.18	0.74	1.00	0.51	2.81	1.00	1.00	0.65	3.21	1.96	0.55	0.70	1.00	1.10	0.96	1.88	3.21	4.09	1.00	0.67	1.36	3.46	1.29	0.90	1.00	1.80	1.67	1.18	1.61	0.87	0.56	1.25	1.80	0.87	1.00	0.62	0.58	0.92	1.32	0.45	0.94	1.00	1.00	0.85	0.61	1.50	0.48	1.32	1.41	3.46	0.98	0.82	0.88	1.73	1.73	2.81	0.79	1.50
guatemala	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
hong-kong	2.26	5.08	4.69	1.00	1.00	1.74	1.00	4.07	1.00	3.05	2.90	1.02	1.30	0.74	1.00	1.39	0.88	1.69	1.97	0.70	4.69	1.00	1.05	0.87	1.74	1.00	8.71	3.05	0.74	1.00	1.61	0.97	0.73	15.25	1.36	1.00	1.00	1.05	2.18	1.20	0.98	4.36	2.44	2.54	1.61	1.00	1.00	0.69	3.81	1.00	1.00	0.88	4.36	2.65	0.74	0.95	1.00	1.49	1.30	2.54	4.36	5.55	1.00	0.91	1.85	4.69	1.74	1.22	1.00	2.44	2.26	1.61	2.18	1.17	0.75	1.69	2.44	1.17	1.00	0.85	0.79	1.24	1.79	0.61	1.27	1.36	1.00	1.15	0.82	2.03	0.66	1.79	1.91	4.69	1.33	1.11	1.20	2.35	2.35	3.81	1.07	2.03
hungary	2.15	4.83	4.46	1.00	1.00	1.66	0.95	3.87	1.00	2.90	2.76	0.97	1.23	0.71	1.00	1.32	0.84	1.61	1.87	0.67	4.46	1.00	1.00	0.83	1.66	1.00	8.29	2.90	0.71	1.00	1.53	0.92	0.70	14.50	1.29	1.00	0.95	1.00	2.07	1.14	0.94	4.14	2.32	2.42	1.53	0.95	1.00	0.66	3.62	1.00	1.00	0.84	4.14	2.52	0.71	0.91	1.00	1.41	1.23	2.42	4.14	5.27	1.00	0.87	1.76	4.46	1.66	1.16	1.00	2.32	2.15	1.53	2.07	1.12	0.72	1.61	2.32	1.12	1.00	0.81	0.75	1.18	1.71	0.58	1.21	1.29	1.00	1.09	0.78	1.93	0.62	1.71	1.81	4.46	1.26	1.05	1.14	2.23	2.23	3.62	1.02	1.93
iceland	1.04	2.33	2.15	1.00	1.00	0.80	0.46	1.87	1.00	1.40	1.33	0.47	0.60	0.34	1.00	0.64	0.41	0.78	0.90	0.32	2.15	1.00	0.48	0.40	0.80	1.00	4.00	1.40	0.34	1.00	0.74	0.44	0.34	7.00	0.62	1.00	0.46	0.48	1.00	0.55	0.45	2.00	1.12	1.17	0.74	0.46	1.00	0.32	1.75	1.00	1.00	0.41	2.00	1.22	0.34	0.44	1.00	0.68	0.60	1.17	2.00	2.55	1.00	0.42	0.85	2.15	0.80	0.56	1.00	1.12	1.04	0.74	1.00	0.54	0.35	0.78	1.12	0.54	1.00	0.39	0.36	0.57	0.82	0.28	0.58	0.62	1.00	0.53	0.38	0.93	0.30	0.82	0.88	2.15	0.61	0.51	0.55	1.08	1.08	1.75	0.49	0.93
india	1.89	4.25	3.92	1.00	1.00	1.46	0.84	3.40	1.00	2.55	2.43	0.85	1.09	0.62	1.00	1.16	0.74	1.42	1.65	0.59	3.92	1.00	0.88	0.73	1.46	1.00	7.29	2.55	0.62	1.00	1.34	0.81	0.61	12.75	1.13	1.00	0.84	0.88	1.82	1.00	0.82	3.64	2.04	2.12	1.34	0.84	1.00	0.58	3.19	1.00	1.00	0.74	3.64	2.22	0.62	0.80	1.00	1.24	1.09	2.12	3.64	4.64	1.00	0.76	1.55	3.92	1.46	1.02	1.00	2.04	1.89	1.34	1.82	0.98	0.63	1.42	2.04	0.98	1.00	0.71	0.66	1.04	1.50	0.51	1.06	1.13	1.00	0.96	0.69	1.70	0.55	1.50	1.59	3.92	1.11	0.93	1.00	1.96	1.96	3.19	0.89	1.70
indonesia	2.30	5.17	4.77	1.00	1.00	1.77	1.02	4.13	1.00	3.10	2.95	1.03	1.32	0.76	1.00	1.41	0.90	1.72	2.00	0.71	4.77	1.00	1.07	0.89	1.77	1.00	8.86	3.10	0.76	1.00	1.63	0.98	0.75	15.50	1.38	1.00	1.02	1.07	2.21	1.22	1.00	4.43	2.48	2.58	1.63	1.02	1.00	0.70	3.88	1.00	1.00	0.90	4.43	2.70	0.76	0.97	1.00	1.51	1.32	2.58	4.43	5.64	1.00	0.93	1.88	4.77	1.77	1.24	1.00	2.48	2.30	1.63	2.21	1.19	0.77	1.72	2.48	1.19	1.00	0.86	0.81	1.27	1.82	0.62	1.29	1.38	1.00	1.17	0.84	2.07	0.67	1.82	1.94	4.77	1.35	1.13	1.22	2.38	2.38	3.88	1.09	2.07
iran	0.52	1.17	1.08	1.00	1.00	0.40	0.23	0.93	1.00	0.70	0.67	0.23	0.30	0.17	1.00	0.32	0.20	0.39	0.45	0.16	1.08	1.00	0.24	0.20	0.40	1.00	2.00	0.70	0.17	1.00	0.37	0.22	0.17	3.50	0.31	1.00	0.23	0.24	0.50	0.27	0.23	1.00	0.56	0.58	0.37	0.23	1.00	0.16	0.88	1.00	1.00	0.20	1.00	0.61	0.17	0.22	1.00	0.34	0.30	0.58	1.00	1.27	1.00	0.21	0.42	1.08	0.40	0.28	1.00	0.56	0.52	0.37	0.50	0.27	0.17	0.39	0.56	0.27	1.00	0.19	0.18	0.29	0.41	0.14	0.29	0.31	1.00	0.26	0.19	0.47	0.15	0.41	0.44	1.08	0.30	0.25	0.27	0.54	0.54	0.88	0.25	0.47
iraq	0.93	2.08	1.92	1.00	1.00	0.71	0.41	1.67	1.00	1.25	1.19	0.42	0.53	0.30	1.00	0.57	0.36	0.69	0.81	0.29	1.92	1.00	0.43	0.36	0.71	1.00	3.57	1.25	0.30	1.00	0.66	0.40	0.30	6.25	0.56	1.00	0.41	0.43	0.89	0.49	0.40	1.79	1.00	1.04	0.66	0.41	1.00	0.28	1.56	1.00	1.00	0.36	1.79	1.09	0.30	0.39	1.00	0.61	0.53	1.04	1.79	2.27	1.00	0.37	0.76	1.92	0.71	0.50	1.00	1.00	0.93	0.66	0.89	0.48	0.31	0.69	1.00	0.48	1.00	0.35	0.32	0.51	0.74	0.25	0.52	0.56	1.00	0.47	0.34	0.83	0.27	0.74	0.78	1.92	0.54	0.45	0.49	0.96	0.96	1.56	0.44	0.83
ireland	0.89	2.00	1.85	1.00	1.00	0.69	0.39	1.60	1.00	1.20	1.14	0.40	0.51	0.29	1.00	0.55	0.35	0.67	0.77	0.28	1.85	1.00	0.41	0.34	0.69	1.00	3.43	1.20	0.29	1.00	0.63	0.38	0.29	6.00	0.53	1.00	0.39	0.41	0.86	0.47	0.39	1.71	0.96	1.00	0.63	0.39	1.00	0.27	1.50	1.00	1.00	0.35	1.71	1.04	0.29	0.38	1.00	0.59	0.51	1.00	1.71	2.18	1.00	0.36	0.73	1.85	0.69	0.48	1.00	0.96	0.89	0.63	0.86	0.46	0.30	0.67	0.96	0.46	1.00	0.33	0.31	0.49	0.71	0.24	0.50	0.53	1.00	0.45	0.32	0.80	0.26	0.71	0.75	1.85	0.52	0.44	0.47	0.92	0.92	1.50	0.42	0.80
israel	1.41	3.17	2.92	1.00	1.00	1.09	0.62	2.53	1.00	1.90	1.81	0.63	0.81	0.46	1.00	0.86	0.55	1.06	1.23	0.44	2.92	1.00	0.66	0.54	1.09	1.00	5.43	1.90	0.46	1.00	1.00	0.60	0.46	9.50	0.84	1.00	0.62	0.66	1.36	0.75	0.61	2.71	1.52	1.58	1.00	0.62	1.00	0.43	2.38	1.00	1.00	0.55	2.71	1.65	0.46	0.59	1.00	0.93	0.81	1.58	2.71	3.45	1.00	0.57	1.15	2.92	1.09	0.76	1.00	1.52	1.41	1.00	1.36	0.73	0.47	1.06	1.52	0.73	1.00	0.53	0.49	0.78	1.12	0.38	0.79	0.84	1.00	0.72	0.51	1.27	0.41	1.12	1.19	2.92	0.83	0.69	0.75	1.46	1.46	2.38	0.67	1.27
italy	2.26	5.08	4.69	1.00	1.00	1.74	1.00	4.07	1.00	3.05	2.90	1.02	1.30	0.74	1.00	1.39	0.88	1.69	1.97	0.70	4.69	1.00	1.05	0.87	1.74	1.00	8.71	3.05	0.74	1.00	1.61	0.97	0.73	15.25	1.36	1.00	1.00	1.05	2.18	1.20	0.98	4.36	2.44	2.54	1.61	1.00	1.00	0.69	3.81	1.00	1.00	0.88	4.36	2.65	0.74	0.95	1.00	1.49	1.30	2.54	4.36	5.55	1.00	0.91	1.85	4.69	1.74	1.22	1.00	2.44	2.26	1.61	2.18	1.17	0.75	1.69	2.44	1.17	1.00	0.85	0.79	1.24	1.79	0.61	1.27	1.36	1.00	1.15	0.82	2.03	0.66	1.79	1.91	4.69	1.33	1.11	1.20	2.35	2.35	3.81	1.07	2.03
jamaica	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
japan	3.26	7.33	6.77	1.00	1.00	2.51	1.44	5.87	1.00	4.40	4.19	1.47	1.87	1.07	1.00	2.00	1.28	2.44	2.84	1.01	6.77	1.00	1.52	1.26	2.51	1.00	12.57	4.40	1.07	1.00	2.32	1.40	1.06	22.00	1.96	1.00	1.44	1.52	3.14	1.73	1.42	6.29	3.52	3.67	2.32	1.44	1.00	1.00	5.50	1.00	1.00	1.28	6.29	3.83	1.07	1.38	1.00	2.15	1.87	3.67	6.29	8.00	1.00	1.31	2.67	6.77	2.51	1.76	1.00	3.52	3.26	2.32	3.14	1.69	1.09	2.44	3.52	1.69	1.00	1.22	1.14	1.80	2.59	0.88	1.83	1.96	1.00	1.66	1.19	2.93	0.95	2.59	2.75	6.77	1.91	1.60	1.73	3.38	3.38	5.50	1.54	2.93
jordan	0.59	1.33	1.23	1.00	1.00	0.46	0.26	1.07	1.00	0.80	0.76	0.27	0.34	0.20	1.00	0.36	0.23	0.44	0.52	0.18	1.23	1.00	0.28	0.23	0.46	1.00	2.29	0.80	0.20	1.00	0.42	0.25	0.19	4.00	0.36	1.00	0.26	0.28	0.57	0.31	0.26	1.14	0.64	0.67	0.42	0.26	1.00	0.18	1.00	1.00	1.00	0.23	1.14	0.70	0.20	0.25	1.00	0.39	0.34	0.67	1.14	1.45	1.00	0.24	0.48	1.23	0.46	0.32	1.00	0.64	0.59	0.42	0.57	0.31	0.20	0.44	0.64	0.31	1.00	0.22	0.21	0.33	0.47	0.16	0.33	0.36	1.00	0.30	0.22	0.53	0.17	0.47	0.50	1.23	0.35	0.29	0.31	0.62	0.62	1.00	0.28	0.53
kenya	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
kuwait	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
latvia	2.56	5.75	5.31	1.00	1.00	1.97	1.13	4.60	1.00	3.45	3.29	1.15	1.47	0.84	1.00	1.57	1.00	1.92	2.23	0.79	5.31	1.00	1.19	0.99	1.97	1.00	9.86	3.45	0.84	1.00	1.82	1.10	0.83	17.25	1.53	1.00	1.13	1.19	2.46	1.35	1.11	4.93	2.76	2.88	1.82	1.13	1.00	0.78	4.31	1.00	1.00	1.00	4.93	3.00	0.84	1.08	1.00	1.68	1.47	2.88	4.93	6.27	1.00	1.03	2.09	5.31	1.97	1.38	1.00	2.76	2.56	1.82	2.46	1.33	0.85	1.92	2.76	1.33	1.00	0.96	0.90	1.41	2.03	0.69	1.44	1.53	1.00	1.30	0.93	2.30	0.74	2.03	2.16	5.31	1.50	1.25	1.35	2.65	2.65	4.31	1.21	2.30
lebanon	0.52	1.17	1.08	1.00	1.00	0.40	0.23	0.93	1.00	0.70	0.67	0.23	0.30	0.17	1.00	0.32	0.20	0.39	0.45	0.16	1.08	1.00	0.24	0.20	0.40	1.00	2.00	0.70	0.17	1.00	0.37	0.22	0.17	3.50	0.31	1.00	0.23	0.24	0.50	0.27	0.23	1.00	0.56	0.58	0.37	0.23	1.00	0.16	0.88	1.00	1.00	0.20	1.00	0.61	0.17	0.22	1.00	0.34	0.30	0.58	1.00	1.27	1.00	0.21	0.42	1.08	0.40	0.28	1.00	0.56	0.52	0.37	0.50	0.27	0.17	0.39	0.56	0.27	1.00	0.19	0.18	0.29	0.41	0.14	0.29	0.31	1.00	0.26	0.19	0.47	0.15	0.41	0.44	1.08	0.30	0.25	0.27	0.54	0.54	0.88	0.25	0.47
libya	0.85	1.92	1.77	1.00	1.00	0.66	0.38	1.53	1.00	1.15	1.10	0.38	0.49	0.28	1.00	0.52	0.33	0.64	0.74	0.26	1.77	1.00	0.40	0.33	0.66	1.00	3.29	1.15	0.28	1.00	0.61	0.37	0.28	5.75	0.51	1.00	0.38	0.40	0.82	0.45	0.37	1.64	0.92	0.96	0.61	0.38	1.00	0.26	1.44	1.00	1.00	0.33	1.64	1.00	0.28	0.36	1.00	0.56	0.49	0.96	1.64	2.09	1.00	0.34	0.70	1.77	0.66	0.46	1.00	0.92	0.85	0.61	0.82	0.44	0.28	0.64	0.92	0.44	1.00	0.32	0.30	0.47	0.68	0.23	0.48	0.51	1.00	0.43	0.31	0.77	0.25	0.68	0.72	1.77	0.50	0.42	0.45	0.88	0.88	1.44	0.40	0.77
lithuania	3.04	6.83	6.31	1.00	1.00	2.34	1.34	5.47	1.00	4.10	3.90	1.37	1.74	1.00	1.00	1.86	1.19	2.28	2.65	0.94	6.31	1.00	1.41	1.17	2.34	1.00	11.71	4.10	1.00	1.00	2.16	1.30	0.99	20.50	1.82	1.00	1.34	1.41	2.93	1.61	1.32	5.86	3.28	3.42	2.16	1.34	1.00	0.93	5.12	1.00	1.00	1.19	5.86	3.57	1.00	1.28	1.00	2.00	1.74	3.42	5.86	7.45	1.00	1.22	2.48	6.31	2.34	1.64	1.00	3.28	3.04	2.16	2.93	1.58	1.01	2.28	3.28	1.58	1.00	1.14	1.06	1.67	2.41	0.82	1.71	1.82	1.00	1.55	1.11	2.73	0.88	2.41	2.56	6.31	1.78	1.49	1.61	3.15	3.15	5.12	1.44	2.73
luxemburg	2.37	5.33	4.92	1.00	1.00	1.83	1.05	4.27	1.00	3.20	3.05	1.07	1.36	0.78	1.00	1.45	0.93	1.78	2.06	0.74	4.92	1.00	1.10	0.91	1.83	1.00	9.14	3.20	0.78	1.00	1.68	1.02	0.77	16.00	1.42	1.00	1.05	1.10	2.29	1.25	1.03	4.57	2.56	2.67	1.68	1.05	1.00	0.73	4.00	1.00	1.00	0.93	4.57	2.78	0.78	1.00	1.00	1.56	1.36	2.67	4.57	5.82	1.00	0.96	1.94	4.92	1.83	1.28	1.00	2.56	2.37	1.68	2.29	1.23	0.79	1.78	2.56	1.23	1.00	0.89	0.83	1.31	1.88	0.64	1.33	1.42	1.00	1.21	0.86	2.13	0.69	1.88	2.00	4.92	1.39	1.16	1.25	2.46	2.46	4.00	1.12	2.13
malawi	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
malaysia	1.52	3.42	3.15	1.00	1.00	1.17	0.67	2.73	1.00	2.05	1.95	0.68	0.87	0.50	1.00	0.93	0.59	1.14	1.32	0.47	3.15	1.00	0.71	0.59	1.17	1.00	5.86	2.05	0.50	1.00	1.08	0.65	0.49	10.25	0.91	1.00	0.67	0.71	1.46	0.80	0.66	2.93	1.64	1.71	1.08	0.67	1.00	0.47	2.56	1.00	1.00	0.59	2.93	1.78	0.50	0.64	1.00	1.00	0.87	1.71	2.93	3.73	1.00	0.61	1.24	3.15	1.17	0.82	1.00	1.64	1.52	1.08	1.46	0.79	0.51	1.14	1.64	0.79	1.00	0.57	0.53	0.84	1.21	0.41	0.85	0.91	1.00	0.77	0.55	1.37	0.44	1.21	1.28	3.15	0.89	0.75	0.80	1.58	1.58	2.56	0.72	1.37
malta	1.74	3.92	3.62	1.00	1.00	1.34	0.77	3.13	1.00	2.35	2.24	0.78	1.00	0.57	1.00	1.07	0.68	1.31	1.52	0.54	3.62	1.00	0.81	0.67	1.34	1.00	6.71	2.35	0.57	1.00	1.24	0.75	0.57	11.75	1.04	1.00	0.77	0.81	1.68	0.92	0.76	3.36	1.88	1.96	1.24	0.77	1.00	0.53	2.94	1.00	1.00	0.68	3.36	2.04	0.57	0.73	1.00	1.15	1.00	1.96	3.36	4.27	1.00	0.70	1.42	3.62	1.34	0.94	1.00	1.88	1.74	1.24	1.68	0.90	0.58	1.31	1.88	0.90	1.00	0.65	0.61	0.96	1.38	0.47	0.98	1.04	1.00	0.89	0.64	1.57	0.51	1.38	1.47	3.62	1.02	0.85	0.92	1.81	1.81	2.94	0.82	1.57
mexico	0.89	2.00	1.85	1.00	1.00	0.69	0.39	1.60	1.00	1.20	1.14	0.40	0.51	0.29	1.00	0.55	0.35	0.67	0.77	0.28	1.85	1.00	0.41	0.34	0.69	1.00	3.43	1.20	0.29	1.00	0.63	0.38	0.29	6.00	0.53	1.00	0.39	0.41	0.86	0.47	0.39	1.71	0.96	1.00	0.63	0.39	1.00	0.27	1.50	1.00	1.00	0.35	1.71	1.04	0.29	0.38	1.00	0.59	0.51	1.00	1.71	2.18	1.00	0.36	0.73	1.85	0.69	0.48	1.00	0.96	0.89	0.63	0.86	0.46	0.30	0.67	0.96	0.46	1.00	0.33	0.31	0.49	0.71	0.24	0.50	0.53	1.00	0.45	0.32	0.80	0.26	0.71	0.75	1.85	0.52	0.44	0.47	0.92	0.92	1.50	0.42	0.80
morocco	0.52	1.17	1.08	1.00	1.00	0.40	0.23	0.93	1.00	0.70	0.67	0.23	0.30	0.17	1.00	0.32	0.20	0.39	0.45	0.16	1.08	1.00	0.24	0.20	0.40	1.00	2.00	0.70	0.17	1.00	0.37	0.22	0.17	3.50	0.31	1.00	0.23	0.24	0.50	0.27	0.23	1.00	0.56	0.58	0.37	0.23	1.00	0.16	0.88	1.00	1.00	0.20	1.00	0.61	0.17	0.22	1.00	0.34	0.30	0.58	1.00	1.27	1.00	0.21	0.42	1.08	0.40	0.28	1.00	0.56	0.52	0.37	0.50	0.27	0.17	0.39	0.56	0.27	1.00	0.19	0.18	0.29	0.41	0.14	0.29	0.31	1.00	0.26	0.19	0.47	0.15	0.41	0.44	1.08	0.30	0.25	0.27	0.54	0.54	0.88	0.25	0.47
mozambique	0.41	0.92	0.85	1.00	1.00	0.31	0.18	0.73	1.00	0.55	0.52	0.18	0.23	0.13	1.00	0.25	0.16	0.31	0.35	0.13	0.85	1.00	0.19	0.16	0.31	1.00	1.57	0.55	0.13	1.00	0.29	0.17	0.13	2.75	0.24	1.00	0.18	0.19	0.39	0.22	0.18	0.79	0.44	0.46	0.29	0.18	1.00	0.12	0.69	1.00	1.00	0.16	0.79	0.48	0.13	0.17	1.00	0.27	0.23	0.46	0.79	1.00	1.00	0.16	0.33	0.85	0.31	0.22	1.00	0.44	0.41	0.29	0.39	0.21	0.14	0.31	0.44	0.21	1.00	0.15	0.14	0.22	0.32	0.11	0.23	0.24	1.00	0.21	0.15	0.37	0.12	0.32	0.34	0.85	0.24	0.20	0.22	0.42	0.42	0.69	0.19	0.37
nepal	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
